code,description
J7189,Factor viia recomb novoseven
J7190,Factor viii
J7191,Factor viii (porcine)
J7192,specified
J7193,Factor ix non-recombinant
J7194,Factor ix complex
J7195,specified
J7196,Antithrombin recombinant
J7197,Antithrombin iii injection
J7198,Anti-inhibitor
J7199,"Hemophilia clotting factor, not otherwise classified"
J7200,Factor ix recombinan rixubis
J7201,Factor ix alprolix recomb
J7202,Factor ix idelvion inj
J7203,Factor ix recomb gly rebinyn
J7204,Inj recombin esperoct per iu
J7205,Factor viii fc fusion recomb
J7207,Factor viii pegylated recomb
J7208,Inj. jivi 1 iu
J7209,Factor viii nuwiq recomb 1iu
J7210,"Inj, afstyla, 1 i.u."
J7211,"Inj, kovaltry, 1 i.u."
J7212,Factor viia recomb sevenfact
J7213,"Inj, ixinity, 1 i.u."
J7214,Altuviiio per factor viii iu
J7294,Seg acet and eth estr yearly
J7295,Eth estr and eton monthly
J7296,"Kyleena, 19.5 mg"
J7297,"Liletta, 52 mg"
J7298,"Mirena, 52 mg"
J7299,Intraut copp cont (miudella)
J7300,Intra copp contra (paragard)
J7301,"Skyla, 13.5 mg"
J7302,Levonorgestrel iu 52 mg
J7303,Contraceptive vaginal ring
J7304,Contraceptive hormone patch
J7306,Levonorgestrel implant sys
J7307,Etonogestrel implant system
J7308,Aminolevulinic acid hcl top
J7309,"Methyl aminolevulinate, top"
J7310,Ganciclovir long act implant
J7311,"Inj., retisert, 0.01 mg"
J7312,Dexamethasone intra implant
J7313,"Inj., iluvien, 0.01 mg"
J7314,"Inj., yutiq, 0.01 mg"
J7315,Ophthalmic mitomycin
J7316,"Inj, ocriplasmin, 0.125 mg"
J7318,"Inj, durolane 1 mg"
J7320,"Genvisc 850, inj, 1mg"
J7321,Hyalgan supartz visco-3 dose
J7322,"Hyaluronan, hymo or hymo one"
J7323,Euflexxa inj per dose
J7324,Orthovisc inj per dose
J7325,Synvisc or synvisc-one
J7326,Gel-one
J7327,Monovisc inj per dose
J7328,Gelsyn-3 injection 0.1 mg
J7329,"Inj, trivisc 1 mg"
J7330,Cultured chondrocytes implnt
J7331,"Synojoynt, inj., 1 mg"
J7332,"Inj., triluron, 1 mg"
J7333,Visco-3 inj dose
J7335,Capsaicin 8% patch
J7336,Capsaicin 8% patch
J7340,Carbidopa levodopa ent 100ml
J7342,Ciprofloxacin otic susp 6 mg
J7345,"Aminolevulinic acid, 10% gel"
J7351,Inj bimatoprost itc imp1mcg
J7352,"Afamelanotide implant, 1 mg"
J7353,Anacaulase-bcdb 8.8% gel 1 g
J7354,"Cantharidin top, applicator"
J7355,Inj travoprost intra impl
J7356,Inj foscarb/foslevodopa 5 mg
J7401,Mometasone furoate sinus imp
J7402,Mometasone sinus sinuva
J7500,Azathioprine oral 50mg
J7501,Azathioprine parenteral
J7502,Cyclosporine oral 100 mg
J7503,Tacrol envarsus ex rel oral
J7504,Lymphocyte immune globulin
J7505,Monoclonal antibodies
J7506,Prednisone oral
J7507,Tacrolimus imme rel oral 1mg
J7508,Tacrol astagraf ex rel oral
J7509,Methylprednisolone oral
J7510,Prednisolone oral per 5 mg
J7511,Antithymocyte globuln rabbit
J7512,Prednisone ir or dr oral 1mg
J7513,"Daclizumab, parenteral"
J7514,Mycophenol (myhibbin) 100 mg
J7515,Cyclosporine oral 25 mg
J7516,"Inj, cyclosporine 250mg"
J7517,Mycophenolate mofetil oral
J7518,Mycophenolic acid
J7519,Inj. mycophenolate mofetil
J7520,"Sirolimus, oral"
J7521,Tacrolim granules oral susp
J7525,Tacrolimus injection
J7527,Oral everolimus
J7528,Mycophen mofetil for susp
J7599,"Immunosuppressive drug, not otherwise classified"
J7601,Ensifentrine inh 3 mg
J7604,Acetylcysteine comp unit
J7605,Arformoterol non-comp unit
J7606,"Formoterol fumarate, inh"
J7607,Levalbuterol comp con
J7608,Acetylcysteine non-comp unit
J7609,Albuterol comp unit
J7610,Albuterol comp con
J7611,Albuterol non-comp con
J7612,Levalbuterol non-comp con
J7613,Albuterol non-comp unit
J7614,Levalbuterol non-comp unit
J7615,Levalbuterol comp unit
J7620,Albuterol ipratrop non-comp
J7622,Beclomethasone comp unit
J7624,Betamethasone comp unit
J7626,Budesonide non-comp unit
J7627,Budesonide comp unit
J7628,Bitolterol mesylate comp con
J7629,Bitolterol mesylate comp unt
J7631,Cromolyn sodium noncomp unit
J7632,Cromolyn sodium comp unit
J7633,Budesonide non-comp con
J7634,Budesonide comp con
J7635,Atropine comp con
J7636,Atropine comp unit
J7637,Dexamethasone comp con
J7638,Dexamethasone comp unit
J7639,Dornase alfa non-comp unit
J7640,Formoterol comp unit
J7641,Flunisolide comp unit
J7642,Glycopyrrolate comp con
J7643,Glycopyrrolate comp unit
J7644,Ipratropium bromide non-comp
J7645,Ipratropium bromide comp
J7647,Isoetharine comp con
J7648,Isoetharine non-comp con
J7649,Isoetharine non-comp unit
J7650,Isoetharine comp unit
J7657,Isoproterenol comp con
J7658,Isoproterenol non-comp con
J7659,Isoproterenol non-comp unit
J7660,Isoproterenol comp unit
J7665,Mannitol for inhaler
J7667,Metaproterenol comp con
J7668,Metaproterenol non-comp con
J7669,Metaproterenol non-comp unit
J7670,Metaproterenol comp unit
J7674,"Methacholine chloride, neb"
J7676,Pentamidine comp unit dose
J7677,Revefenacin inh non-com 1mcg
J7680,Terbutaline sulf comp con
J7681,Terbutaline sulf comp unit
J7682,Tobramycin non-comp unit
J7683,Triamcinolone comp con
J7684,Triamcinolone comp unit
J7685,Tobramycin comp unit
J7686,"Treprostinil, non-comp unit"
J7699,"Noc drugs, inhalation solution administered through dme"
J7799,"Noc drugs, other than inhalation drugs, administered through dme"
J7999,"Compounded drug, not otherwise classified"
J8498,"Antiemetic drug, rectal/suppository, not otherwise specified"
J8499,"Prescription drug, oral, non chemotherapeutic, nos"
J8501,Oral aprepitant
J8502,"Inj, aponvie, 1 mg"
J8510,Oral busulfan
J8515,"Cabergoline, oral 0.25mg"
J8520,"Capecitabine, oral, 150 mg"
J8521,"Capecitabine, oral, 500 mg"
J8522,"Capecitabine, oral, 50 mg"
J8530,Cyclophosphamide oral 25 mg
J8540,Oral dexamethasone
J8541,"Oral, hemady, 0.25 mg"
J8560,Etoposide oral 50 mg
J8562,Oral fludarabine phosphate
J8565,Gefitinib oral
J8597,"Antiemetic drug, oral, not otherwise specified"
J8600,Melphalan oral 2 mg
J8610,Methotrexate oral 2.5 mg
J8611,Oral methotrexate (jylamvo)
J8612,Oral methotrexate (xatmep)
J8650,Nabilone oral
J8655,"Oral netupitant, palonosetro"
J8670,"Rolapitant, oral, 1mg"
J8700,Temozolomide
J8705,Topotecan oral
J8999,"Prescription drug, oral, chemotherapeutic, nos"
J9000,Doxorubicin hcl injection
J9003,"Leupro inj, camcevi etm, 1mg"
J9010,Alemtuzumab injection
J9011,"Datopotamab deruxtecan, 1 mg"
J9015,Aldesleukin injection
J9017,Arsenic trioxide injection
J9019,Erwinaze injection
J9020,"Injection, asparaginase, not otherwise specified, 10,000 units"
J9021,"Inj, aspara, rylaze, 0.1 mg"
J9022,"Inj, atezolizumab,10 mg"
J9023,"Injection, avelumab, 10 mg"
J9024,Inj atezolizumb 5mg hya-tqjs
J9025,Azacitidine injection
J9026,"Inj, tarlatamab-dlle, 1 mg"
J9027,Clofarabine injection
J9028,"Inj, nogapendekin pmln, 1mcg"
J9029,"Instill adstiladrin, tx dose"
J9030,Bcg live intravesical 1mg
J9031,Bcg live intravesical vac
J9032,"Injection, belinostat, 10mg"
J9033,"Inj, bendamustine hcl, 1mg"
J9034,"Inj., bendeka 1 mg"
J9035,Bevacizumab injection
J9036,Inj. belrapzo/bendamustine
J9037,Inj belantamab mafodot blmf
J9038,Inj axatilimab-csfr 0.1 mg
J9039,"Injection, blinatumomab"
J9040,Bleomycin sulfate injection
J9041,"Injection, bortezomib, 0.1mg"
J9042,Brentuximab vedotin inj
J9043,Cabazitaxel injection
J9044,"Injection, bortezomib, not otherwise specified, 0.1 mg"
J9045,Carboplatin injection
J9046,"Inj, bortezomib, dr. reddy's"
J9047,"Injection, carfilzomib, 1 mg"
J9048,"Inj, bortezomib freseniuskab"
J9049,"Inj, bortezomib, hospira"
J9050,Carmustine injection
J9051,"Inj, bortezomib (maia)"
J9052,"Inj, carmustine (accord)"
J9053,Inj belantamab mafodot blmf
J9054,Inj bortezomib boruzu 0.1 mg
J9055,Cetuximab injection
J9056,"Inj, vivimusta, 1 mg"
J9057,"Inj., copanlisib, 1 mg"
J9058,Inj apotex/bendamustine 1 mg
J9059,"Inj bendamustine, baxter 1mg"
J9060,Cisplatin 10 mg injection
J9061,"Inj, amivantamab-vmjw"
J9062,Inj amivantamab 5mg hyaluron
J9063,"Inj, elahere, 1 mg"
J9064,"Inj, cabazitaxel (sandoz)"
J9065,Inj cladribine per 1 mg
J9070,Cyclophosphamide 100 mg inj
J9071,Inj cyclophosphamd auromedic
J9072,Inj cyclophos frindovyx 5 mg
J9073,Inj cyclophos dr reddys 5 mg
J9074,"Inj, cyclophosphamd, sandoz"
J9075,"Injection, cyclophosphamide, not otherwise specified, 5 mg"
J9076,"Inj, cyclophos (baxter) 5mg"
J9098,Cytarabine liposome inj
J9100,Cytarabine hcl 100 mg inj
J9118,Inj. calaspargase pegol-mknl
J9119,"Inj., cemiplimab-rwlc, 1 mg"
J9120,Dactinomycin injection
J9130,Dacarbazine 100 mg inj
J9144,"Daratumumab, hyaluronidase"
J9145,"Injection, daratumumab 10 mg"
J9150,Daunorubicin injection
J9151,Daunorubicin citrate inj
J9153,"Inj daunorubicin, cytarabine"
J9155,Degarelix injection
J9160,Denileukin diftitox inj
J9161,Inj denileuk difti-cxdl 1mcg
J9165,Diethylstilbestrol injection
J9171,Docetaxel injection
J9172,"Docetaxel (docivyx), 1 mg"
J9173,"Inj., durvalumab, 10 mg"
J9174,"Inj, docetaxel (beizray) 1mg"
J9175,Elliotts b solution per ml
J9176,"Injection, elotuzumab, 1mg"
J9177,Inj enfort vedo-ejfv 0.25mg
J9178,"Inj, epirubicin hcl, 2 mg"
J9179,Eribulin mesylate injection
J9181,Etoposide injection
J9183,Gemcitabine intravesical sys
J9184,Inj gemcitabin (avyxa) 200mg
J9185,Fludarabine phosphate inj
J9190,Fluorouracil injection
J9196,Inj gemcitabine hcl (accord)
J9198,"Inj. infugem, 100 mg"
J9199,"Injection, infugem, 200 mg"
J9200,Floxuridine injection
J9201,"Injection, gemcitabine hydrochloride, not otherwise specified, 200 mg"
J9202,Goserelin acetate implant
J9203,Gemtuzumab ozogamicin 0.1 mg
J9204,"Inj mogamulizumab-kpkc, 1 mg"
J9205,Inj irinotecan liposome 1 mg
J9206,Irinotecan injection
J9207,Ixabepilone injection
J9208,Ifosfamide injection
J9209,Mesna injection
J9210,"Inj., emapalumab-lzsg, 1 mg"
J9211,Idarubicin hcl injection
J9212,Interferon alfacon-1 inj
J9213,Interferon alfa-2a inj
J9214,Interferon alfa-2b inj
J9215,Interferon alfa-n3 inj
J9216,Interferon gamma 1-b inj
J9217,Leuprolide acetate suspnsion
J9218,Leuprolide acetate injeciton
J9219,Leuprolide acetate implant
J9220,Indigotindisulfonate sod 1mg
J9223,"Inj. lurbinectedin, 0.1 mg"
J9225,Vantas implant
J9226,Supprelin la implant
J9227,Inj. isatuximab-irfc 10 mg
J9228,Ipilimumab injection
J9229,Inj inotuzumab ozogam 0.1 mg
J9230,Mechlorethamine hcl inj
J9232,Inj docetaxel (hospira) 1 mg
J9245,"Injection, melphalan hydrochloride, not otherwise specified, 50 mg"
J9246,"Inj., evomela, 1 mg"
J9247,"Inj, melphalan flufenami 1mg"
J9248,Inj melphalan (hepzato) 1 mg
J9249,"Inj, melphalan (apotex) 1 mg"
J9250,Methotrexate sodium inj
J9255,"Inj, methotrexate (accord)"
J9256,"Inj, nipocalimab-aahu, 3 mg"
J9258,Paclitaxel (teva)
J9259,Paclitaxel (american regent)
J9260,Inj methotrexate sodium 50mg
J9261,Nelarabine injection
J9262,"Inj, omacetaxine mep, 0.01mg"
J9263,Oxaliplatin
J9264,Paclitaxel protein bound
J9265,Paclitaxel injection
J9266,Pegaspargase injection
J9267,Paclitaxel injection
J9268,Pentostatin injection
J9269,Inj. tagraxofusp-erzs 10 mcg
J9270,Plicamycin (mithramycin) inj
J9271,Inj pembrolizumab
J9272,"Inj, dostarlimab-gxly, 10 mg"
J9273,"Inj tisotu vedotin-tftv, 1mg"
J9274,"Inj, tebentafusp-tebn, 1 mcg"
J9275,"Inj cosibelimab-ipdl, 2 mg"
J9276,"Inj zanidatamab-hrii, 2 mg"
J9277,Pembrolizumab 1mg berahyalur
J9278,"Inj, carboplatin (avyxa)"
J9280,Mitomycin injection
J9281,Mitomycin instillation
J9282,Mitomycin intravesical inst
J9285,"Inj, olaratumab, 10 mg"
J9286,"Inj glofitamab gxbm, 2.5 mg"
J9289,Inj nivolumab 2 mg hyaluron
J9292,"Inj, pemetrexed dipotassium"
J9293,Mitoxantrone hydrochl / 5 mg
J9294,"Inj pemetrexed, hospira 10mg"
J9295,"Injection, necitumumab, 1 mg"
J9296,Inj pemetrexed (accord) 10mg
J9297,Inj pemetrexed (sandoz) 10mg
J9298,Inj nivol relatlimab 3mg/1mg
J9299,"Injection, nivolumab"
J9300,Gemtuzumab ozogamicin inj
J9301,Obinutuzumab inj
J9302,Ofatumumab injection
J9303,Panitumumab injection
J9304,"Inj. pemetrexed, 10 mg"
J9305,"Injection, pemetrexed, not otherwise specified, 10 mg"
J9306,"Injection, pertuzumab, 1 mg"
J9307,Pralatrexate injection
J9308,"Injection, ramucirumab"
J9309,"Inj, polatuzumab vedotin 1mg"
J9310,Rituximab injection
J9311,"Inj rituximab, hyaluronidase"
J9312,"Inj., rituximab, 10 mg"
J9313,"Inj., lumoxiti, 0.01 mg"
J9314,Inj pemetrexed (teva) 10mg
J9315,Romidepsin injection
J9316,"Pertuzu, trastuzu, 10 mg"
J9317,Sacituzumab govitecan-hziy
J9318,Inj romidepsin non-lyo 0.1mg
J9319,Inj romidepsin lyophil 0.1mg
J9320,Streptozocin injection
J9321,Inj epcoritamab-bysp 0.16 mg
J9322,Inj pemetrexed (bluepoint)
J9323,Inj pemetrexed ditromethamin
J9324,"Inj, pemrydi rtu, 10 mg"
J9325,Inj talimogene laherparepvec
J9326,Telisotuzumab vedotin-tllv
J9328,Temozolomide injection
J9329,"Inj, tislelizumab-jsgr"
J9330,Temsirolimus injection
J9331,Inj sirolimus prot part 1 mg
J9332,Inj efgartigimod 2mg
J9333,Inj rozanolixizum-noli 1 mg
J9334,Inj efgart-alfa 2mg hya-qvfc
J9340,Thiotepa injection
J9341,Inj thiotepa (tepylute) 1 mg
J9342,"Injection, thiotepa, not otherwise specified, 1 mg"
J9345,"Inj, retifanlimab-dlwr, 1 mg"
J9347,"Inj, tremelimumab-actl, 1 mg"
J9348,"Inj. naxitamab-gqgk, 1 mg"
J9349,"Inj., tafasitamab-cxix"
J9350,"Inj mosunetuzumab-axgb, 1 mg"
J9351,Topotecan injection
J9352,Injection trabectedin 0.1mg
J9353,"Inj. margetuximab-cmkb, 5 mg"
J9354,"Inj, ado-trastuzumab emt 1mg"
J9355,Inj trastuzumab excl biosimi
J9356,"Inj. herceptin hylecta, 10mg"
J9357,Valrubicin injection
J9358,Inj fam-trastu deru-nxki 1mg
J9359,Inj lon tesirin-lpyl 0.075mg
J9360,Vinblastine sulfate inj
J9361,"Inj, efbemalenograstim alfa-"
J9370,Vincristine sulfate 1 mg inj
J9371,"Inj, vincristine sul lip 1mg"
J9376,"Inj pozelimab-bbfg, 1 mg"
J9380,Inj teclistamab cqyv 0.5 mg
J9381,Inj teplizumab mzwv 5 mcg
J9382,Inj zenocutuzumab-zbco 1 mg
J9390,Vinorelbine tartrate inj
J9393,"Inj, fulvestrant (teva)"
J9394,"Inj, fulvestrant (fresenius)"
J9395,"Injection, fulvestrant"
J9400,"Inj, ziv-aflibercept, 1mg"
J9600,Porfimer sodium injection
J9601,Inj linvoseltamab-gcpt 1 mg
J9999,"Not otherwise classified, antineoplastic drugs"
K0001,Standard wheelchair
K0002,Stnd hemi (low seat) whlchr
K0003,Lightweight wheelchair
K0004,High strength ltwt whlchr
K0005,Ultralightweight wheelchair
K0006,Heavy duty wheelchair
K0007,Extra heavy duty wheelchair
K0008,Cstm manual wheelchair/base
K0009,Other manual wheelchair/base
K0010,Stnd wt frame power whlchr
K0011,Stnd wt pwr whlchr w control
K0012,Ltwt portbl power whlchr
K0013,Custom power whlchr base
K0014,Other power whlchr base
K0015,Detach non-adj ht armrst rep
K0017,Detach adjust armrest base
K0018,Detach adjust armrst upper
K0019,"Arm pad repl, each"
K0020,Fixed adjust armrest pair
K0037,Hi mount flip-up footrest ea
K0038,Leg strap each
K0039,Leg strap h style each
K0040,Adjustable angle footplate
K0041,Large size footplate each
K0042,Standard size ftplate rep ea
K0043,Ftrst lowr exten tube rep ea
K0044,Ftrst upr hanger brac rep ea
K0045,Ftrst compl assembly repl ea
K0046,Elev lgrst lwr exten repl ea
K0047,Elev legrst upr hangr rep ea
K0050,Ratchet assembly replacement
K0051,Cam rel asm ft/legrst rep ea
K0052,Swingaway detach ftrest repl
K0053,Elevate footrest articulate
K0056,Seat ht <17 or >=21 ltwt wc
K0065,Spoke protectors
K0069,Rr whl compl sol tire rep ea
K0070,Rr whl compl pne tire rep ea
K0071,Fr cstr comp pne tire rep ea
K0072,Fr cstr semi-pne tire rep ea
K0073,Caster pin lock each
K0077,Fr cstr asmb sol tire rep ea
K0098,"Drive belt for pwc, repl"
K0105,Iv hanger
K0108,"Wheelchair component or accessory, not otherwise specified"
K0195,Elevating whlchair leg rests
K0455,Pump uninterrupted infusion
K0462,Temporary replacement eqpmnt
K0552,Sup/ext non-ins inf pump syr
K0553,Ther cgm supply allowance
K0554,Ther cgm receiver/monitor
K0601,Repl batt silver oxide 1.5 v
K0602,Repl batt silver oxide 3 v
K0603,Repl batt alkaline 1.5 v
K0604,Repl batt lithium 3.6 v
K0605,Repl batt lithium 4.5 v
K0606,Aed garment w elec analysis
K0607,Repl batt for aed
K0608,Repl garment for aed
K0609,Repl electrode for aed
K0669,Seat/back cus no dmepdac ver
K0672,Removable soft interface le
K0730,Ctrl dose inh drug deliv sys
K0733,12-24hr sealed lead acid
K0738,Portable gas oxygen system
K0739,Repair/svc dme non-oxygen eq
K0740,Repair/svc oxygen equipment
K0743,Portable home suction pump
K0744,Absorp drg <= 16 suc pump
K0745,Absorp drg >16<=48 suc pump
K0746,Absorp drg >48 suc pump
K0800,Pov group 1 std up to 300lbs
K0801,Pov group 1 hd 301-450 lbs
K0802,Pov group 1 vhd 451-600 lbs
K0806,Pov group 2 std up to 300lbs
K0807,Pov group 2 hd 301-450 lbs
K0808,Pov group 2 vhd 451-600 lbs
K0812,"Power operated vehicle, not otherwise classified"
K0813,Pwc gp 1 std port seat/back
K0814,Pwc gp 1 std port cap chair
K0815,Pwc gp 1 std seat/back
K0816,Pwc gp 1 std cap chair
K0820,Pwc gp 2 std port seat/back
K0821,Pwc gp 2 std port cap chair
K0822,Pwc gp 2 std seat/back
K0823,Pwc gp 2 std cap chair
K0824,Pwc gp 2 hd seat/back
K0825,Pwc gp 2 hd cap chair
K0826,Pwc gp 2 vhd seat/back
K0827,Pwc gp vhd cap chair
K0828,Pwc gp 2 xtra hd seat/back
K0829,Pwc gp 2 xtra hd cap chair
K0830,Pwc gp2 std seat elevate s/b
K0831,Pwc gp2 std seat elevate cap
K0835,Pwc gp2 std sing pow opt s/b
K0836,Pwc gp2 std sing pow opt cap
K0837,Pwc gp 2 hd sing pow opt s/b
K0838,Pwc gp 2 hd sing pow opt cap
K0839,Pwc gp2 vhd sing pow opt s/b
K0840,Pwc gp2 xhd sing pow opt s/b
K0841,Pwc gp2 std mult pow opt s/b
K0842,Pwc gp2 std mult pow opt cap
K0843,Pwc gp2 hd mult pow opt s/b
K0848,Pwc gp 3 std seat/back
K0849,Pwc gp 3 std cap chair
K0850,Pwc gp 3 hd seat/back
K0851,Pwc gp 3 hd cap chair
K0852,Pwc gp 3 vhd seat/back
K0853,Pwc gp 3 vhd cap chair
K0854,Pwc gp 3 xhd seat/back
K0855,Pwc gp 3 xhd cap chair
K0856,Pwc gp3 std sing pow opt s/b
K0857,Pwc gp3 std sing pow opt cap
K0858,Pwc gp3 hd sing pow opt s/b
K0859,Pwc gp3 hd sing pow opt cap
K0860,Pwc gp3 vhd sing pow opt s/b
K0861,Pwc gp3 std mult pow opt s/b
K0862,Pwc gp3 hd mult pow opt s/b
K0863,Pwc gp3 vhd mult pow opt s/b
K0864,Pwc gp3 xhd mult pow opt s/b
K0868,Pwc gp 4 std seat/back
K0869,Pwc gp 4 std cap chair
K0870,Pwc gp 4 hd seat/back
K0871,Pwc gp 4 vhd seat/back
K0877,Pwc gp4 std sing pow opt s/b
K0878,Pwc gp4 std sing pow opt cap
K0879,Pwc gp4 hd sing pow opt s/b
K0880,Pwc gp4 vhd sing pow opt s/b
K0884,Pwc gp4 std mult pow opt s/b
K0885,Pwc gp4 std mult pow opt cap
K0886,Pwc gp4 hd mult pow s/b
K0890,Pwc gp5 ped sing pow opt s/b
K0891,Pwc gp5 ped mult pow opt s/b
K0898,"Power wheelchair, not otherwise classified"
K0899,Pow mobil dev no dmepdac
K0900,Cstm dme other than wheelchr
K0901,Ko single upright pre ots
K0902,Ko double upright pre ots
K0903,Mult den insert dir carv/cam
K1001,Electronic posa treatment
K1002,Ces system
K1003,Whirlpool tub walkin portabl
K1004,Lo freq us diathermy device
K1005,Disp col sto bag breast milk
K1006,Suct pum ext urine mgmt sys
K1007,Bil hkaf pc s/d micro sensor
K1009,Speech volume modulation sys
K1010,Intraurethral drainag device
K1011,Acti intraurethral drainage
K1012,Charger base station intraur
K1013,Enema tube any type repl
K1014,Ak 4 bar link hydl swg/stanc
K1015,"Foot, adductus position, adj"
K1016,Trans elec nerv for trigemin
K1017,Monthly supp use with k1016
K1018,Ext up limb tremor stim wris
K1019,Supp ext up limb tremor stim
K1020,Non-invasive vagus nerv stim
K1021,Exsuff belt incl all sup acc
K1022,Endoskel posit rotat unit
K1023,Trans elec nerv periph nerv
K1024,Non pneum comp control cal
K1025,Non pneum compress full arm
K1026,Mech allergen parti barrier
K1027,Oral dev without fix mech
K1028,Control unit nm stim w phone
K1029,Oral dv/app neuromus mouthpi
K1030,Ext recharge bat replacement
K1031,Non pneu comp control w/o ca
K1032,Non pneum seq comp full leg
K1033,Non pneum seq comp half leg
K1034,Covid test self-admn/collect
K1035,Mol diag reader self-admn
K1036,Supplies for ultra diatherm
K1037,Docking station for oral dev
L0112,Cranial cervical orthosis
L0113,Cranial cervical torticollis
L0120,Cerv flex n/adj foam pre ots
L0130,Flex thermoplastic collar mo
L0140,Cervical semi-rigid adjustab
L0150,Cerv semi-rig adj molded chn
L0160,Cerv sr wire occ/man pre ots
L0170,Cervical collar molded to pt
L0172,Cerv col sr foam 2pc pre ots
L0174,Cerv sr 2pc thor ext pre ots
L0180,Cer post col occ/man sup adj
L0190,Cerv collar supp adj cerv ba
L0200,Cerv col supp adj bar & thor
L0220,Thor rib belt custom fabrica
L0450,Tlso flex trunk/thor pre ots
L0452,Tlso flex custom fab thoraci
L0454,Tlso trnk sj-t9 pre cst
L0455,Tlso flex trnk sj-t9 pre ots
L0456,Tlso flex trnk sj-ss pre cst
L0457,Tlso flex trnk sj-ss pre ots
L0458,Tlso 2mod symphis-xipho pre
L0460,Tlso 2 shl symphys-stern cst
L0462,Tlso 3mod sacro-scap pre
L0464,Tlso 4mod sacro-scap pre
L0466,Tlso r fram soft ant pre cst
L0467,Tlso r fram soft pre ots
L0468,Tlso rig fram pelvic pre cst
L0469,Tlso rig fram pelvic pre ots
L0470,Tlso rigid frame pre subclav
L0472,Tlso rigid frame hyperex pre
L0480,Tlso rigid plastic custom fa
L0482,Tlso rigid lined custom fab
L0484,Tlso rigid plastic cust fab
L0486,Tlso rigidlined cust fab two
L0488,Tlso rigid lined pre one pie
L0490,Tlso rigid plastic pre one
L0491,Tlso 2 piece rigid shell
L0492,Tlso 3 piece rigid shell
L0621,Sio flex pelvic/sacr pre ots
L0622,Sio flex pelvisacral custom
L0623,Sio rig pnl pelv/sac pre ots
L0624,Sio panel custom
L0625,Lo flex l1-below l5 pre ots
L0626,Lo sag rig pnl stays pre cst
L0627,Lo sag ri an/pos pnl pre cst
L0628,Lso flex no ri stays pre ots
L0629,Lso flex w/rigid stays cust
L0630,Lso r post pnl sj-t9 pre cst
L0631,Lso sag r an/pos pnl pre cst
